_TRI_FACILITY_EZ.TRI_FACILITY_ID,V_TRI_FACILITY_EZ.FACILITY_NAME,V_TRI_FACILITY_EZ.STREET_ADDRESS,V_TRI_FACILITY_EZ.CITY_NAME,V_TRI_FACILITY_EZ.COUNTY_NAME,V_TRI_FACILITY_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_FACILITY_EZ.STATE_ABBR,V_TRI_FACILITY_EZ.ZIP_CODE,V_TRI_FACILITY_EZ.REGION,V_TRI_FACILITY_EZ.FAC_CLOSED_IND,V_TRI_FACILITY_EZ.MAIL_NAME,V_TRI_FACILITY_EZ.MAIL_STREET_ADDRESS,V_TRI_FACILITY_EZ.MAIL_CITY,V_TRI_FACILITY_EZ.MAIL_STATE_ABBR,V_TRI_FACILITY_EZ.MAIL_COUNTRY,V_TRI_FACILITY_EZ.MAIL_ZIP_CODE,V_TRI_FACILITY_EZ.ASGN_AGENCY,V_TRI_FACILITY_EZ.ASGN_FEDERAL_IND,V_TRI_FACILITY_EZ.PARENT_CO_DB_NUM,V_TRI_FACILITY_EZ.PARENT_CO_NAME,V_TRI_FACILITY_EZ.STANDARDIZED_PARENT_COMPANY,V_TRI_FACILITY_EZ.ASGN_PARTIAL_IND,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT_EMAIL,V_TRI_FACILITY_EZ.REGISTRY_ID,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE_EXT,V_TRI_FACILITY_EZ.LATITUDE,V_TRI_FACILITY_EZ.LONGITUDE,V_TRI_FACILITY_EZ.REF_POINT_DESC,V_TRI_FACILITY_EZ.REF_POINT_CODE,V_TRI_FACILITY_EZ.COLLECT_DESC,V_TRI_FACILITY_EZ.COLLECT_MTH_CODE,V_TRI_FACILITY_EZ.ACCURACY_VALUE,V_TRI_FACILITY_EZ.ACCURACY_SCORE,V_TRI_FACILITY_EZ.HDATUM_DESC,V_TRI_FACILITY_EZ.SCALE,V_TRI_FACILITY_EZ.SOURCE_DESC,V_TRI_FACILITY_EZ.SOURCE_CODE,V_TRI_FACILITY_EZ.CONVEYOR,V_TRI_FACILITY_EZ.BIA_CODE,V_TRI_FACILITY_EZ.TRIBE
60631GMCTN6553N,GEM COAT INC.,6553 N OLMSTED AVE,CHICAGO,COOK,17031,IL,60631,5,0,GEM COAT INC.,6553 N OLMSTED AVE,CHICAGO,IL,,60631,,C,NA,No US Parent,,0,JAY SLAUGHTER,7737742244,,1.10002E+11,,41.999966,-87.812894,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,99999999,NAD83,,,,FRS-TRIS,,
60639LNTCR5750W,ALENITE CORP,5750 W BLOOMINGDALE AVE,CHICAGO,COOK,17031,IL,60639,5,0,ALENITE CORP,5750 W BLOOMINGDALE AVE,CHICAGO,IL,,60639,,C,183566074,BSN CORP,,0,LARRY STERNAL,3122373939,,1.10002E+11,,41.91261,-87.76944,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60608GRFBR935W2,GREIF BROS CORP,935 W 20TH PL,CHICAGO,COOK,17031,IL,60608,5,0,GREIF BROS CORP,935 W 20TH PL,CHICAGO,IL,,60608,,C,4282661,GREIF BROTHERS CORP,,0,TIM SEYMOUR,3124214257,,1.1E+11,,41.854533,-87.648352,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,24000,,17,EIS,,
60639VJDLN1830N,V J DOLAN & COINC,1830 N LARAMIE AVE,CHICAGO,COOK,17031,IL,60639,5,0,V J DOLAN & COINC,1830 N LARAMIE AVE,CHICAGO,IL,,60639,,C,,No US Parent,NA,0,STEVE DOLAN,7732370100,SDOLAN@VJDOLAN.COM,1.1E+11,,41.914137,-87.756137,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
6061WZNGRD1818E,OZINGA READY MIX-103RD ST PLANT,1818 E 103RD ST,CHICAGO,COOK,17031,IL,60617,5,0,OZINGA READY MIX-103RD ST PLANT,19001 OLD LAGRANGE RD,MOKENA,IL,,60448,,C,NA,OZINGA BROS INC,OZINGA BROS INC,0,LLOYD MEYER,3124328116,LLOYDMEYER@OZINGA.COM,1.10002E+11,,41.70815,-87.57925,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60628PMCSP735E1,CHICAGO SPECIALTIES LLC,735 E 115TH ST,CHICAGO,COOK,17031,IL,60628,5,0,CHICAGO SPECIALTIES LLC,735 E 115TH ST,CHICAGO,IL,,60628,,C,76191519,PMC INC,,0,JOHN CHIARODO,7736604046,,1.10012E+11,,41.683333,-87.603639,STORAGE TANK,8,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),16,,13,NAD83,,,,FRS,,
60632MDWYW4630W,O&K AMERICAN CORP,4630 W 54TH ST,CHICAGO,COOK,17031,IL,60632,5,0,O&K AMERICAN CORP,4630 W 54TH ST,CHICAGO,IL,,60632,,C,,No US Parent,NA,0,CHRIS WHITE,7737672500,CWHITE@OANDKAMERICAN.COM,1.1E+11,,41.794233,-87.739147,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,5,5,NAD83,1000,,17,EIS,,
60623BCRLC4544W,ABC RAIL PRODUCTS CORP,4544 W 26TH ST,CHICAGO,COOK,17031,IL,606234292,5,0,ABC RAIL PRODUCTS CORP,4544 W. 26TH ST.,CHICAGO,IL,,60623,,C,174451286,ABC RAIL PRODUCTS CORP,,0,MIGUEL A. SOLIS,3127627474,,1.10001E+11,,41.8444,-87.7361,,,,,,99999999,NAD83,,,,FRS-TRIS,,
60609DRLNG1250W,DARLING & CO,1250 W 46TH ST,CHICAGO,COOK,17031,IL,60609,5,0,DARLING & CO,1250 W 46TH ST,CHICAGO,IL,,60609,,C,5092358,DARLING INTERNATIONAL INC,,0,BILL FRITZ,3129270500,,1.10002E+11,,41.810523,-87.657617,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60632ZRLND3115W,I PULLOMA PAINTS INC,3115 WEST 36TH ST,CHICAGO,COOK,17031,IL,60632,5,0,I PULLOMA PAINTS INC,3115 WEST 36TH ST,CHICAGO,IL,,60632,,C,NA,No US Parent,,0,ASHVIN KAMDAR,7739278570,,1.1E+11,,41.8281,-87.703,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60651MKSND859NS,MIKE'S ANODIZING CO,859 N SPAULDING,CHICAGO,COOK,17031,IL,60651,5,0,MIKE'S ANODIZING CO,859 N SPAULDING,CHICAGO,IL,,60651,,C,NA,No US Parent,,0,Michael Balice,7737225778,,1.10009E+11,,41.89737,-87.7086,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
60632THMRV3843W,MARVEL GROUP INC,3843 W 43RD ST,CHICAGO,COOK,17031,IL,60632,5,0,MARVEL GROUP INC,3843 W 43RD ST,CHICAGO,IL,,60632,,C,5320924,MASCO CORP,,0,CHARLES L MUDD,3125234804,,1.10001E+11,,41.81469,-87.72019,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
6048WKNNMT265FE,KENNAMETAL - TRICON,2605 FEDERAL SIGNAL DR,CHICAGO,COOK,17031,IL,60484,5,0,KENNAMETAL - TRICON,2605 FEDERAL SIGNAL DR,CHICAGO,IL,,60484,,C,4397659,KENNAMETAL INC,,0,KIM PERRY,2059562567,KIM.PERRY@KENNAMETAL.COM,1.10018E+11,,41.44872,-87.7507,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60621CNDLC6201S,CANDLE CORP OF AMERICA,6201 S LASALLE ST,CHICAGO,COOK,17031,IL,606213808,5,0,CANDLE CORP. OF AMERICA,430 GENTRY LN.,ELKIN,NC,,28621,,C,96800578,BLYTH INDUSTRIES INC,,0,,,,1.1E+11,,41.781164,-87.628898,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60646LRTSP5688N,ALERT SPRAY CORP,5688 NW HWY,CHICAGO,COOK,17031,IL,60646,5,0,ALERT SPRAY CORP,5688 NW HWY,CHICAGO,IL,,60646,,C,NA,No US Parent,,0,LUCKY NELSON,8474393770,,1.10002E+11,,41.98502,-87.78602,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60622MDWST1050N,MIDWEST INDUSTRIAL METALS CO,1050 N BRANCH ST,CHICAGO,COOK,17031,IL,606224204,5,0,MIDWEST INDUSTRIAL METALS CO,1050 N BRANCH ST,CHICAGO,IL,,60622-4204,,C,NA,No US Parent,,0,RICHARD LISSNER,3123371900,,1.10018E+11,,41.9015,-87.6523,,,,,,99999999,NAD83,,,,FRS-TRIS,,
60632NYCPR3021W,NYCO PRODUCTS CO,3021 W 36TH ST,CHICAGO,COOK,17031,IL,60632,5,0,NYCO PRODUCTS CO,5332 DANSHER RD,COUNTRYSIDE,IL,,60525,,C,NA,No US Parent,,0,ROBERT HOUSTON,7085798100,,1.10001E+11,,41.82814,-87.70079,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60647FRDRC2545W,FREDERICK COOPER LAMPS INC,2545 WEST DIVERSEY AVE,CHICAGO,COOK,17031,IL,60647,5,0,FREDERICK COOPER LAMPS INC,2545 WEST DIVERSEY AVE,CHICAGO,IL,,60647,,C,NA,No US Parent,,0,PETER GERSHANOV,7733840800,,1.1E+11,,41.93215,-87.6921,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60633STLCX12500,STEEL CO,12500 S STONEY ISLAND AVE,CHICAGO,COOK,17031,IL,606332496,5,0,STEEL CO,12500 S STONEY ISLAND AVE,CHICAGO,IL,,60633-2496,,C,NA,No US Parent,,0,LARRY ADAMOSKI,7736463600,,1.10002E+11,236,41.669372,-87.575275,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60623BLLCT2904W,ABLE ELECTRO-POLISHING CO,2904 W 26TH ST,CHICAGO,COOK,17031,IL,60623,5,1,ABLE ELECTRO-POLISHING CO.,2001 S. KILBOURN AVE.,CHICAGO,IL,,60623,,C,5098611,METCO TREATING & DEVELOPMENT CO,,0,TOM SCHEWE,3122771600,,1.10001E+11,,41.84465,-87.69794,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60626RGNCS7125N,ORGANICS/LAGRANGE INC,1724 W GREENLEAF AVE,CHICAGO,COOK,17031,IL,60626,5,0,ORGANICS/LAGRANGE INC,7125 N CLARK ST,CHICAGO,IL,,60626,,C,5123690,No US Parent,,0,MARTEL T MOSLEY,3127646700,,1.10001E+11,,42.01022,-87.67336,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60618CHCGM3029N,CHICAGO MODERN PLATING CO,3029 N ROCKWELL ST,CHICAGO,COOK,17031,IL,60618,5,1,CHICAGO MODERN PLATING CO,3029 N ROCKWELL ST,CHICAGO,IL,,60618,,C,NA,No US Parent,,0,DAVID E. SHERR,3122674100,,1.10001E+11,,41.93672,-87.69286,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60615MDWST1639W,MIDWEST ELECTRIC,1639 W WALNUT ST,CHICAGO,COOK,17031,IL,606122521,5,0,MIDWEST ELECTRIC,1639 W WALNUT ST,CHICAGO,IL,,60612-2521,,C,1883156,COOPER INDUSTRIES INC,,0,STEPHEN LIEDTKE,3127386810,,1.10001E+11,,41.8861,-87.66859,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60609MPRLP2222W,IMPERIAL PLATING CO,2222 WEST 35TH ST,CHICAGO,COOK,17031,IL,60609,5,0,IMPERIAL PLATING CO,7030 WEST 60TH ST,CHICAGO,IL,,60638,,C,NA,No US Parent,,0,RONALD KUZIEL,3125236464,,1.10001E+11,,41.830322,-87.681109,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60618DVRND2929N,DOVER INDUSTRIAL CHROME INC,2929 N CAMPBELL AVE,CHICAGO,COOK,17031,IL,60618,5,0,DOVER INDUSTRIAL CHROME INC,2929 N CAMPBELL AVE,CHICAGO,IL,,60618,,C,NA,No US Parent,,0,DR. ARIEL G SCHRODT,3124782022,,1.10001E+11,,41.93433,-87.68983,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60632DRBLN3729W,DREEBLAN PAINT CO,3729 W 49TH ST,CHICAGO,COOK,17031,IL,60632,5,0,DREEBLAN PAINT CO,3729 W 49TH ST,CHICAGO,IL,,60632,,C,NA,SAXON PAINT & HARDWARE CENTERS,,0,XAVIER ALEKSIUNAS,3125233000,,1.10001E+11,,41.80428,-87.71773,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60634THFLX6626W,FLEXAN CORP,6626 WEST DAKIN ST,CHICAGO,COOK,17031,IL,60634,5,0,FLEXAN CORP,6626 WEST DAKIN ST,CHICAGO,IL,,60634,,C,NA,No US Parent,,0,DANIEL JASTER,7736856446,,1.10001E+11,,41.9516,-87.79262,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60622NHNRY1644N,N HENRY & SON INC,1644 N HONORE ST,CHICAGO,COOK,17031,IL,60622,5,0,N HENRY & SON INC,6450 W CORTLAND AVE,CHICAGO,IL,,60607,,C,NA,No US Parent,,0,BEN WOLF,7733856300,,1.10001E+11,,41.91187,-87.67383,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60638BYLMD5151W,RECKITT & COLMAN HOUSEHOLD  PRODS,5151 W 73RD ST,CHICAGO,COOK,17031,IL,60638,5,1,RECKITT & COLMAN HOUSEHOLD  PRODS,5151 W 73RD ST,CHICAGO,IL,,60638,,C,94405024,RECKITT & COLMAN INC,,0,GENE F. TAPPAN,2016332796,,1.10002E+11,,41.76001,-87.75155,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60610SCRMY1241N,OSCAR MAYER FOODS CORP CHICAGO PLANT,1241 N SEDGWICK ST,CHICAGO,COOK,17031,IL,60610,5,0,OSCAR MAYER FOODS CORP CHICAGO PLANT,1241 N SEDGWICK ST,CHICAGO,IL,,60610,,C,144628310,PHILIP MORRIS COS INC,,0,CHARLES NORBERG,3126421200,,1.10002E+11,,41.904937,-87.638382,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60638BRSKN5852W,FUEL SYS LLC,5852 W 51ST ST,CHICAGO,COOK,17031,IL,60638,5,0,FUEL SYS LLC,5852 W 51ST ST,CHICAGO,IL,,60638,,C,18081385,FUEL SYS LLC,,0,MICHAEL RICHY,7084960240,,1.1E+11,,41.79998,-87.76786,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60617MRBLH3245E,CARMEUSE LIME INC SOUTH CHICAGO,3245 E 103RD ST,CHICAGO,COOK,17031,IL,60617,5,1,CARMEUSE LIME INC SOUTH CHICAGO,3245 E 103RD ST,CHICAGO,IL,,60617,,C,NA,CARMEUSE NORTH AMERICA,,0,STACEY RADER,4199862016,STACEY.RADER@CARMEUSEUSA.COM,1.10002E+11,,41.705785,-87.543845,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,5,5,NAD83,12000,,17,EIS,,
60618TMTCN3340W,AUTOMATIC ANODIZING CORP,3340 W NEWPORT AVE,CHICAGO,COOK,17031,IL,606186061,5,0,AUTOMATIC ANODIZING CORP,3340 W NEWPORT AVE,CHICAGO,IL,,60618-6061,,C,NA,No US Parent,,0,ROBERT SHAFFER,7734783304,,1.1E+11,,41.94355,-87.71165,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60636MDWST7400S,MW GALVANIZING INC,7400 S DAMEN AVE,CHICAGO,COOK,17031,IL,60636,5,0,MW GALVANIZING INC,7400 S DAMEN AVE,CHICAGO,IL,,60636,,C,,No US Parent,NA,0,JAMES KUCIA,7734342682,,1.10006E+11,,41.758974,-87.674651,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60660MTLMS5725N,METALMASTERS,5725 N RAVENSWOOD AVE,CHICAGO,COOK,17031,IL,60660,5,1,METALMASTERS,5725 N RAVENSWOOD AVE,CHICAGO,IL,,60660,,C,6435960,GANTON TECH INC,,0,MADHAV MHASKAR,4148868100,,1.10002E+11,,41.98589,-87.67466,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60617HLNMN3020E,HOLCIM (US) INC.,3020 E 103RD ST,CHICAGO,COOK,17031,IL,60617,5,0,HOLCIM (US) INC.,3020 E 103RD ST,CHICAGO,IL,,60617,,C,608963674,HOLCIM (US) INC,HOLCIM (US) INC,0,ANDREW HIXSON,7737681717,ANDY.HIXSON@HOLCIM.COM,1.10001E+11,,41.7089,-87.54894,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60618CPRMG3440N,FEDERAL-MOGUL DRIVELINE PRODS,3440 N KEDZIE,CHICAGO,COOK,17031,IL,60618,5,0,FEDERAL-MOGUL DRIVELINE PRODS,3440 N KEDZIE,CHICAGO,IL,,60618,,C,867189623,FEDERAL-MOGUL DRIVELINE PRODS,,0,JIM BORYS,7734780404,,1.1E+11,,41.94373,-87.7082,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,10,10,NAD83,,,17,EIS,,
6063WZNGRD6445S,OZINGA READY MIX CONCRETE INC - STATE ST,6445 SOUTH STATE STREET,CHICAGO,COOK,17031,IL,60637,5,0,OZINGA READY MIX CONCRETE INC - STATE ST,19001 OLD LAGRANGE ROAD  SUITE 300,MOKENA,IL,,60448,,C,NA,OZINGA BROS INC,OZINGA BROS INC,0,LLOYD MEYER,3124328116,LLOYDMEYER@OZINGA.COM,1.10029E+11,,41.77615,-87.62366,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60609LTTNP4545S,BOEING PRECISION GEAR INC,4545 S WESTERN BLVD,CHICAGO,COOK,17031,IL,606093049,5,0,BOEING PRECISION GEAR INC.,6006 W. 73RD ST.,BEDFORD PARK,IL,,60638,,C,9256819,BOEING CO,,0,LESLIE PIERSON,7087282045,,1.10001E+11,,41.811257,-87.683942,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60639PRKVW4931W,PARKVIEW METAL PRODUCTS,4931 W ARMITAGE,CHICAGO,COOK,17031,IL,606393294,5,0,PARKVIEW METAL PRODUCTS,4931 W ARMITAGE,CHICAGO,IL,,60639-3294,,C,NA,No US Parent,,0,AL DUBIAK,7736228414,,1.1E+11,,41.91688,-87.75091,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60622MLNDN1424N,MIDLAND INDUSTRIES INC,1424 N HALSTED ST,CHICAGO,COOK,17031,IL,60642,5,0,MIDLAND INDUSTRIES INC,1424 N HALSTED ST,CHICAGO,IL,,60642,,C,,No US Parent,NA,0,JUDD SPECTOR,3126647300,JSPECTOR@ZINCBIG.COM,1.1E+11,,41.90717,-87.64855,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60624BRMND44001,BRUMUND FOUNDRY INC,4400-12 W CARROLL AVE,CHICAGO,COOK,17031,IL,606241698,5,0,BRUMUND FOUNDRY INC,4400-12 W CARROLL AVE,CHICAGO,IL,,60624-1698,,C,NA,No US Parent,,0,SCOTT BRUMUND,7732879250,,1.10006E+11,,41.88708,-87.73608,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60628RSMTS700ES,R & S MEATS INC,700 E 107TH ST,CHICAGO,COOK,17031,IL,60628,5,0,R & S MEATS INC,700 E 107TH ST,CHICAGO,IL,,60628,,C,NA,No US Parent,,0,ROBERT RIBICKI,3129950101,,1.10002E+11,,41.69941,-87.60494,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
6060WWLSCH233SM,WELSCH MORGAN STREET PLANT,2330 S MORGAN ST,CHICAGO,COOK,17031,IL,60608,5,0,WELSCH MORGAN STREET PLANT,4243 W. 166TH STREET,OAK FOREST,IL,,60452,,C,,No US Parent,WELSCH READY MIX INC,0,RYAN BAAS,8154698432,RBAAS@WELSCHRM.COM,1.10046E+11,,41.850098,-87.651708,CENTER OF FACILITY,25,INTERPOLATION-SATELLITE,20,,99999999,NAD83,,,,EPA_SLT,,
60608JXDHS1314W,AJAX ADHESIVES INDUSTRIES INC,1314 W 21ST ST,CHICAGO,COOK,17031,IL,60608,5,0,AJAX ADHESIVES INDUSTRIES INC,1314 W 21ST ST,CHICAGO,IL,,60608,,C,NA,No US Parent,,0,RICHARD SHENFELD,3128292990,,1.10002E+11,,41.85428,-87.65931,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60639NGNRD4200W,ENGINEERED CONTROLS INTERNATIONAL INC,4200 W DIVERSEY AVE,CHICAGO,COOK,17031,IL,60639,5,0,ENGINEERED CONTROLS INTERNATIONAL  INC.,100 REGO DR.,ELON COLLEGE,NC,,27244,,C,161581525,ENGINEERED CONTROLS INTERNATIONAL  INC,,0,DOMINIC A. D'AMBROSIO,9104497707,,1.10002E+11,,41.93173,-87.73179,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60608NTRPR2841S,ENGINEERED POLYMER SOLUTIONS INC. D/B/A VALSPAR COATINGS,2841 S ASHLAND AVE,CHICAGO,COOK,17031,IL,60608,5,0,ENGINEERED POLYMER SOLUTIONS INC. D/B/A VALSPAR COATINGS,2841 S ASHLAND AVE,CHICAGO,IL,,60608,,C,50736453,VALSPAR CORP,,0,MARC JUAIRE,6123757772,MJUAIRE@VALSPAR.COM,1.1E+11,,41.840463,-87.665283,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60608PRRMT23STH,PRAIRIE MATERIALS YARD 1146,2300 S THROOP ST,CHICAGO,COOK,17031,IL,60608,5,1,VCNA PRAIRIE INC,7601 W 79TH ST,BRIDGEVIEW,IL,,60455,,C,NA,No US Parent,,0,MITCH MARIOTTI,7084580400,MMARIOTTI@PRAIRIE.COM,1.10037E+11,,41.850826,-87.658646,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60617CRGLL12201,CARGILL INC INDUSTRIAL OILS & LUBRICANTS,12201 S TORRENCE AVE,CHICAGO,COOK,17031,IL,60617,5,0,CARGILL INC INDUSTRIAL OILS & LUBRICANTS,12201 S TORRENCE AVE,CHICAGO,IL,,60617,,C,6249189,CARGILL INC,CARGILL INC,0,CHRISTOPHER J. FOSTER,7733757255,CHRIS_FOSTER@CARGILL.COM,1.1E+11,,41.67308,-87.55475,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60632SPCLL4025S,SPECIALLOY INC,4025 S KEELER,CHICAGO,COOK,17031,IL,60632,5,1,SPECIALLOY INC,4025 S KEELER,CHICAGO,IL,,60632,,C,NA,No US Parent,,0,KARL LEBERT JR.,7733760100,,1.1E+11,,41.818936,-87.728232,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60628MRCNC11730,AMERICAN CLYBOURN FINISHING CO,11730 S FRONT ST,CHICAGO,COOK,17031,IL,60628,5,0,AMERICAN CLYBOURN FINISHING CO,2240 N CLYBOURN,CHICAGO,IL,,60614,,C,NA,No US Parent,,0,WILLIAM G ROMANIUK,3125258162,,1.10001E+11,,41.68115,-87.61342,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60622DCFRN1401W,D C FRANCHE & CO,1401 WABANSIA AVE,CHICAGO,COOK,17031,IL,60622,5,1,D C FRANCHE & CO,1401 WABANSIA AVE,CHICAGO,IL,,60622,,C,5121736,D C FRANCHE & CO,,0,GERARD GARCIA,3123844242,,1.10002E+11,,41.9135,-87.66281,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60639FBRBS5959W,FIBERBASIN INC,5959 W DICKENS AV,CHICAGO,COOK,17031,IL,60639,5,1,FIBERBASIN INC,5959 W DICKENS AV,CHICAGO,IL,,60639,,C,50557446,FIBERBASIN INC,,0,BRADLEY PHILO,6308019770,,1.10001E+11,,41.917912,-87.774543,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60638KCHMT4900S,KOCH MATERIALS CO MASON STREET,4900 S MASON AVE,CHICAGO,COOK,17031,IL,606381415,5,0,KOCH MATERIALS CO MASON STREET,4900 S MASON AVE,CHICAGO,IL,,60638-1415,,C,6944334,KOCH INDUSTRIES INC,,0,ROSS HUBBARD,6514803870,,1.10002E+11,,41.80286,-87.77071,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
